charge_id,invoice_id,charge_type_id,amount
2571,1344,2,5.99
2572,1344,4,0.30
2573,1345,4,0.15
2574,1346,4,0.30
2575,1347,1,0.99
2576,1347,1,0.99
2577,1347,4,0.67
2578,1348,4,0.90
2579,1349,1,0.99
2580,1349,4,0.67
2581,1350,1,0.99
2582,1350,4,0.45
2583,1351,1,0.99
2584,1351,4,0.60
2585,1352,1,0.99
2586,1352,4,0.56
2587,1353,4,0.45
2588,1354,1,0.99
2589,1354,4,0.52
2590,1355,1,0.99
2591,1355,4,0.56
2592,1356,4,0.22
2593,1357,4,0.60
2594,1358,4,0.37
2595,1359,1,0.99
2596,1359,1,0.99
2597,1359,4,0.90
2598,1360,1,0.99
2599,1360,4,0.30
2600,1361,1,0.99
2601,1361,1,0.99
2602,1361,4,0.67
2603,1362,4,0.52
2604,1363,1,0.99
2605,1363,1,0.99
2606,1363,1,0.99
2607,1363,4,0.52
2608,1364,4,0.67
2609,1365,4,0.45
2610,1366,1,0.99
2611,1366,1,0.99
2612,1366,4,0.37
2613,1367,4,0.15
2614,1368,1,0.99
2615,1368,4,0.15
2616,1369,2,5.99
2617,1369,4,0.22
2618,1370,1,0.99
2619,1370,4,0.52
2620,1371,4,0.06
2621,1372,1,0.99
2622,1372,4,0.82
2623,1373,4,0.52
2624,1374,4,0.22
2625,1375,1,0.99
2626,1375,1,0.99
2627,1375,4,0.56
2628,1376,1,0.99
2629,1376,4,0.30
2630,1377,1,0.99
2631,1377,4,0.75
2632,1378,2,5.99
2633,1378,4,0.67
2634,1379,1,0.99
2635,1379,4,0.22
2636,1380,1,0.99
2637,1380,4,0.15
2638,1381,4,0.30
2639,1382,4,0.15
2640,1383,1,0.99
2641,1383,1,0.99
2642,1383,4,0.45
2643,1384,1,0.99
2644,1384,4,0.45
2645,1385,1,0.99
2646,1385,4,0.37
2647,1386,1,0.99
2648,1386,1,0.99
2649,1386,4,0.63
2650,1387,1,0.99
2651,1387,4,0.75
2652,1388,1,0.99
2653,1388,4,0.52
2654,1389,4,0.15
2655,1390,1,0.99
2656,1390,4,0.56
2657,1391,1,0.99
2658,1391,4,0.15
2659,1392,1,0.99
2660,1392,1,0.99
2661,1392,1,0.99
2662,1392,4,0.52
2663,1393,1,0.99
2664,1393,1,0.99
2665,1393,4,0.45
2666,1394,1,0.99
2667,1394,4,0.22
2668,1395,1,0.99
2669,1395,4,0.45
2670,1396,1,0.99
2671,1396,4,0.15
2672,1397,4,0.15
2673,1398,4,0.20
2674,1399,2,5.99
2675,1399,4,0.60
2676,1400,4,0.07
2677,1401,1,0.99
2678,1401,4,0.67
2679,1402,1,0.99
2680,1402,4,0.47
2681,1403,1,0.99
2682,1403,2,5.99
2683,1403,1,0.99
2684,1403,4,0.67
2685,1404,4,0.30
2686,1405,1,0.99
2687,1405,4,0.67
2688,1406,4,0.82
2689,1407,1,0.99
2690,1407,1,0.99
2691,1407,1,0.99
2692,1407,4,0.75
2693,1408,1,0.99
2694,1408,1,0.99
2695,1408,4,0.52
2696,1409,1,0.99
2697,1409,2,5.99
2698,1409,1,0.99
2699,1409,4,0.67
2700,1410,4,0.07
2701,1411,4,0.15
2702,1412,1,0.99
2703,1412,1,0.99
2704,1412,4,0.82
2705,1413,4,0.15
2706,1414,4,0.22
2707,1415,1,0.99
2708,1415,4,0.45
2709,1416,4,0.22
2710,1417,1,0.99
2711,1417,1,0.99
2712,1417,4,0.37
2713,1418,4,0.15
2714,1419,4,0.15
2715,1420,1,0.99
2716,1420,1,0.99
2717,1420,1,0.99
2718,1420,4,0.48
2719,1421,1,0.99
2720,1421,4,0.60
2721,1422,1,0.99
2722,1422,1,0.99
2723,1422,1,0.99
2724,1422,1,0.99
2725,1422,4,0.67
2726,1423,1,0.99
2727,1423,4,0.37
2728,1424,4,0.30
2729,1425,1,0.99
2730,1425,1,0.99
2731,1425,4,0.60
2732,1426,4,0.52
2733,1427,1,0.99
2734,1427,2,5.99
2735,1427,1,0.99
2736,1427,4,0.60
2737,1428,2,5.99
2738,1428,4,0.22
2739,1429,1,0.99
2740,1429,1,0.99
2741,1429,4,0.82
2742,1430,1,0.99
2743,1430,4,0.37
2744,1431,4,0.15
2745,1432,1,0.99
2746,1432,4,0.37
2747,1433,1,0.99
2748,1433,1,0.99
2749,1433,4,0.60
2750,1434,4,0.30
2751,1435,1,0.99
2752,1435,4,0.08
2753,1436,4,0.07
2754,1437,4,0.15
2755,1438,4,0.15
2756,1439,2,5.99
2757,1439,1,0.99
2758,1439,4,0.60
2759,1440,1,0.99
2760,1440,4,0.60
2761,1441,1,0.99
2762,1441,4,0.52
2763,1442,2,5.99
2764,1442,1,0.99
2765,1442,1,0.99
2766,1442,4,0.60
2767,1443,1,0.99
2768,1443,4,0.41
2769,1444,1,0.99
2770,1444,4,0.37
2771,1445,1,0.99
2772,1445,1,0.99
2773,1445,1,0.99
2774,1445,4,0.45
2775,1446,1,0.99
2776,1446,4,0.45
2777,1447,4,0.15
2778,1448,4,0.07
2779,1449,1,0.99
2780,1449,1,0.99
2781,1449,4,0.52
2782,1450,4,0.15
2783,1451,4,0.60
2784,1452,1,0.99
2785,1452,1,0.99
2786,1452,4,0.30
2787,1453,1,0.99
2788,1453,4,0.30
2789,1454,1,0.99
2790,1454,4,0.52
2791,1455,4,0.52
2792,1456,1,0.99
2793,1456,4,0.67
2794,1457,1,0.99
2795,1457,1,0.99
2796,1457,1,0.99
2797,1457,4,0.75
2798,1458,1,0.99
2799,1458,1,0.99
2800,1458,4,0.67
2801,1459,1,0.99
2802,1459,4,0.15
2803,1460,1,0.99
2804,1460,1,0.99
2805,1460,1,0.99
2806,1460,4,0.52
2807,1461,4,0.45
2808,1462,4,0.30
2809,1463,1,0.99
2810,1463,4,0.75
2811,1464,1,0.99
2812,1464,2,5.99
2813,1464,1,0.99
2814,1464,2,5.99
2815,1464,4,0.63
2816,1465,4,0.22
2817,1466,4,0.60
2818,1467,1,0.99
2819,1467,4,0.30
2820,1468,1,0.99
2821,1468,4,0.60
2822,1469,4,0.37
2823,1470,4,0.22
2824,1471,4,0.22
2825,1472,1,0.99
2826,1472,1,0.99
2827,1472,4,0.60
2828,1473,1,0.99
2829,1473,1,0.99
2830,1473,4,0.60
2831,1474,1,0.99
2832,1474,1,0.99
2833,1474,4,0.67
2834,1475,4,0.15
2835,1476,4,0.30
2836,1477,4,0.60
2837,1478,2,5.99
2838,1478,2,5.99
2839,1478,1,0.99
2840,1478,4,0.71
2841,1479,2,5.99
2842,1479,1,0.99
2843,1479,4,0.75
2844,1480,4,0.37
2845,1481,1,0.99
2846,1481,1,0.99
2847,1481,4,0.48
2848,1482,4,0.07
2849,1483,1,0.99
2850,1483,4,0.20
2851,1484,2,5.99
2852,1484,1,0.99
2853,1484,4,0.15
2854,1485,1,0.99
2855,1485,1,0.99
2856,1485,4,0.71
2857,1486,2,5.99
2858,1486,2,5.99
2859,1486,4,0.37
2860,1487,4,0.60
2861,1488,1,0.99
2862,1488,4,0.45
2863,1489,4,0.45
2864,1490,4,0.67
2865,1491,1,0.99
2866,1491,4,0.60
2867,1492,1,0.99
2868,1492,4,0.60
2869,1493,2,5.99
2870,1493,1,0.99
2871,1493,1,0.99
2872,1493,4,0.37
2873,1494,1,0.99
2874,1494,4,0.67
2875,1495,4,0.15
2876,1496,4,0.41
2877,1497,4,0.07
2878,1498,1,0.99
2879,1498,4,0.30
2880,1499,1,0.99
2881,1499,4,0.30
2882,1500,1,0.99
2883,1500,1,0.99
2884,1500,1,0.99
2885,1500,4,0.54
2886,1501,1,0.99
2887,1501,1,0.99
2888,1501,4,0.60
2889,1502,4,0.37
2890,1503,4,0.30
2891,1504,4,0.65
2892,1505,4,0.26
2893,1506,1,0.99
2894,1506,1,0.99
2895,1506,4,0.75
2896,1507,4,0.67
2897,1508,4,0.22
2898,1509,4,0.37
2899,1510,1,0.99
2900,1510,4,0.37
2901,1511,1,0.99
2902,1511,4,0.60
2903,1512,4,0.60
2904,1513,4,0.75
2905,1514,4,0.65
2906,1515,4,0.30
2907,1516,4,0.22
2908,1517,4,0.07
2909,1518,1,0.99
2910,1518,4,0.41
2911,1519,4,0.67
2912,1520,4,0.37
2913,1521,2,5.99
2914,1521,4,0.45
2915,1522,1,0.99
2916,1522,4,0.60
2917,1523,1,0.99
2918,1523,1,0.99
2919,1523,4,0.82
2920,1524,1,0.99
2921,1524,1,0.99
2922,1524,4,0.67
2923,1525,1,0.99
2924,1525,4,0.52
2925,1526,2,5.99
2926,1526,4,0.15
2927,1527,1,0.99
2928,1527,1,0.99
2929,1527,4,0.60
2930,1528,4,0.60
2931,1529,1,0.99
2932,1529,2,5.99
2933,1529,4,0.75
2934,1530,1,0.99
2935,1530,4,0.30
2936,1531,1,0.99
2937,1531,1,0.99
2938,1531,4,0.60
2939,1532,4,0.37
2940,1533,4,0.15
2941,1534,4,0.67
2942,1535,1,0.99
2943,1535,4,0.52
2944,1536,1,0.99
2945,1536,4,0.15
2946,1537,4,0.22
2947,1538,4,0.07
2948,1539,4,0.45
2949,1540,1,0.99
2950,1540,4,0.15
2951,1541,2,5.99
2952,1541,1,0.99
2953,1541,1,0.99
2954,1541,4,0.37
2955,1542,1,0.99
2956,1542,4,0.26
2957,1543,1,0.99
2958,1543,4,0.22
2959,1544,1,0.99
2960,1544,1,0.99
2961,1544,4,0.52
2962,1545,1,0.99
2963,1545,1,0.99
2964,1545,1,0.99
2965,1545,4,0.37
2966,1546,1,0.99
2967,1546,2,5.99
2968,1546,1,0.99
2969,1546,4,0.75
2970,1547,1,0.99
2971,1547,4,0.52
2972,1548,1,0.99
2973,1548,4,0.37
2974,1549,4,0.60
2975,1550,1,0.99
2976,1550,1,0.99
2977,1550,4,0.52
2978,1551,4,0.30
2979,1552,4,0.15
2980,1553,1,0.99
2981,1553,4,0.37
2982,1554,4,0.45
2983,1555,1,0.99
2984,1555,4,0.45
2985,1556,1,0.99
2986,1556,1,0.99
2987,1556,4,0.30
2988,1557,4,0.15
2989,1558,1,0.99
2990,1558,4,0.60
2991,1559,4,0.45
2992,1560,4,0.15
2993,1561,4,0.45
2994,1562,4,0.37
2995,1563,4,0.67
2996,1564,4,0.22
2997,1565,4,0.52
2998,1566,1,0.99
2999,1566,1,0.99
3000,1566,4,0.75
3001,1567,1,0.99
3002,1567,4,0.45
3003,1568,1,0.99
3004,1568,4,0.30
3005,1569,4,0.37
3006,1570,1,0.99
3007,1570,1,0.99
3008,1570,4,0.30
3009,1571,4,0.37
3010,1572,1,0.99
3011,1572,4,0.34
3012,1573,1,0.99
3013,1573,4,0.30
3014,1574,1,0.99
3015,1574,4,0.45
3016,1575,1,0.99
3017,1575,1,0.99
3018,1575,4,0.52
3019,1576,1,0.99
3020,1576,1,0.99
3021,1576,4,0.75
3022,1577,2,5.99
3023,1577,4,0.22
3024,1578,2,5.99
3025,1578,4,0.67
3026,1579,4,0.07
3027,1580,1,0.99
3028,1580,4,0.41
3029,1581,1,0.99
3030,1581,4,0.37
3031,1582,4,0.37
3032,1583,4,0.60
3033,1584,1,0.99
3034,1584,1,0.99
3035,1584,4,0.37
3036,1585,4,0.30
3037,1586,4,0.82
3038,1587,1,0.99
3039,1587,4,0.30
3040,1588,4,0.11
3041,1589,2,5.99
3042,1589,4,0.37
3043,1590,1,0.99
3044,1590,1,0.99
3045,1590,1,0.99
3046,1590,4,0.45
3047,1591,2,5.99
3048,1591,1,0.99
3049,1591,1,0.99
3050,1591,4,0.60
3051,1592,1,0.99
3052,1592,4,0.45
3053,1593,4,0.11
3054,1594,1,0.99
3055,1594,1,0.99
3056,1594,4,0.60
3057,1595,4,0.67
3058,1596,4,0.11
3059,1597,1,0.99
3060,1597,4,0.22
3061,1598,1,0.99
3062,1598,4,0.75
3063,1599,2,5.99
3064,1599,2,5.99
3065,1599,4,0.60
3066,1600,1,0.99
3067,1600,4,0.47
3068,1601,1,0.99
3069,1601,2,5.99
3070,1601,4,0.45
3071,1602,1,0.99
3072,1602,4,0.30
3073,1603,1,0.99
3074,1603,4,0.37
3075,1604,1,0.99
3076,1604,4,0.07
3077,1605,1,0.99
3078,1605,4,0.26
3079,1606,2,5.99
3080,1606,2,5.99
3081,1606,1,0.99
3082,1606,4,0.52
3083,1607,4,0.15
3084,1608,4,0.07
3085,1609,4,0.07
3086,1610,4,0.15
3087,1611,4,0.56
3088,1612,1,0.99
3089,1612,1,0.99
3090,1612,4,0.45
3091,1613,4,0.15
3092,1614,1,0.99
3093,1614,4,0.52
3094,1615,4,0.30
3095,1616,2,5.99
3096,1616,1,0.99
3097,1616,4,0.67
3098,1617,1,0.99
3099,1617,1,0.99
3100,1617,4,0.82
3101,1618,1,0.99
3102,1618,1,0.99
3103,1618,4,0.22
3104,1619,1,0.99
3105,1619,1,0.99
3106,1619,4,0.30
3107,1620,4,0.15
3108,1621,4,0.22
3109,1622,4,0.56
3110,1623,4,0.15
3111,1624,4,0.19
3112,1625,4,0.15
3113,1626,4,0.15
3114,1627,1,0.99
3115,1627,1,0.99
3116,1627,4,0.90
3117,1628,4,0.60
3118,1629,1,0.99
3119,1629,1,0.99
3120,1629,4,0.67
3121,1630,1,0.99
3122,1630,4,0.60
3123,1631,2,5.99
3124,1631,4,0.82
3125,1632,4,0.37
3126,1633,4,0.45
3127,1634,1,0.99
3128,1634,1,0.99
3129,1634,4,0.60
3130,1635,1,0.99
3131,1635,4,0.30
3132,1636,1,0.99
3133,1636,4,0.67
3134,1637,4,0.15
3135,1638,1,0.99
3136,1638,4,0.67
3137,1639,4,0.56
3138,1640,2,5.99
3139,1640,1,0.99
3140,1640,4,0.52
3141,1641,1,0.99
3142,1641,1,0.99
3143,1641,4,0.37
3144,1642,1,0.99
3145,1642,4,0.45
3146,1643,1,0.99
3147,1643,1,0.99
3148,1643,4,0.78
3149,1644,2,5.99
3150,1644,1,0.99
3151,1644,4,0.06
3152,1645,4,0.60
3153,1646,1,0.99
3154,1646,1,0.99
3155,1646,4,0.30
3156,1647,1,0.99
3157,1647,1,0.99
3158,1647,4,0.60
3159,1648,1,0.99
3160,1648,1,0.99
3161,1648,4,0.67
3162,1649,4,0.82
3163,1650,1,0.99
3164,1650,4,0.60
3165,1651,1,0.99
3166,1651,1,0.99
3167,1651,4,0.75
3168,1652,1,0.99
3169,1652,1,0.99
3170,1652,4,0.30
3171,1653,1,0.99
3172,1653,4,0.15
3173,1654,4,0.15
3174,1655,1,0.99
3175,1655,1,0.99
3176,1655,4,0.52
3177,1656,4,0.11
3178,1657,1,0.99
3179,1657,4,0.22
3180,1658,1,0.99
3181,1658,4,0.52
3182,1659,1,0.99
3183,1659,4,0.22
3184,1660,1,0.99
3185,1660,4,0.15
3186,1661,1,0.99
3187,1661,1,0.99
3188,1661,4,0.67
3189,1662,2,5.99
3190,1662,1,0.99
3191,1662,4,0.67
3192,1663,1,0.99
3193,1663,4,0.52
3194,1664,4,0.30
3195,1665,1,0.99
3196,1665,4,0.65
3197,1666,1,0.99
3198,1666,1,0.99
3199,1666,4,0.52
3200,1667,1,0.99
3201,1667,4,0.67
3202,1668,1,0.99
3203,1668,1,0.99
3204,1668,4,0.60
3205,1669,1,0.99
3206,1669,2,5.99
3207,1669,1,0.99
3208,1669,4,0.45
3209,1670,4,0.22
3210,1671,2,5.99
3211,1671,2,5.99
3212,1671,4,0.37
3213,1672,1,0.99
3214,1672,4,0.75
3215,1673,1,0.99
3216,1673,4,0.45
3217,1674,1,0.99
3218,1674,1,0.99
3219,1674,4,0.78
3220,1675,4,0.07
3221,1676,1,0.99
3222,1676,4,0.30
3223,1677,1,0.99
3224,1677,1,0.99
3225,1677,4,0.75
3226,1678,1,0.99
3227,1678,1,0.99
3228,1678,4,0.15
3229,1679,1,0.99
3230,1679,4,0.60
3231,1680,4,0.37
3232,1681,4,0.22
3233,1682,1,0.99
3234,1682,4,0.37
3235,1683,1,0.99
3236,1683,4,0.07
3237,1684,1,0.99
3238,1684,1,0.99
3239,1684,4,0.67
3240,1685,1,0.99
3241,1685,4,0.37
3242,1686,1,0.99
3243,1686,4,0.30
3244,1687,4,0.45
3245,1688,1,0.99
3246,1688,4,0.52
3247,1689,4,0.15
3248,1690,1,0.99
3249,1690,4,0.67
3250,1691,1,0.99
3251,1691,1,0.99
3252,1691,4,0.67
3253,1692,1,0.99
3254,1692,2,5.99
3255,1692,1,0.99
3256,1692,1,0.99
3257,1692,4,0.67
3258,1693,1,0.99
3259,1693,1,0.99
3260,1693,4,0.60
3261,1694,4,0.15
3262,1695,4,0.60
3263,1696,4,0.08
3264,1697,1,0.99
3265,1697,1,0.99
3266,1697,4,0.65
3267,1698,4,0.15
3268,1699,4,0.45
3269,1700,4,0.37
3270,1701,4,0.60
3271,1702,2,5.99
3272,1702,1,0.99
3273,1702,4,0.34
3274,1703,1,0.99
3275,1703,1,0.99
3276,1703,4,0.45
3277,1704,1,0.99
3278,1704,4,0.67
3279,1705,1,0.99
3280,1705,2,5.99
3281,1705,2,5.99
3282,1705,4,0.45
3283,1706,4,0.45
3284,1707,2,5.99
3285,1707,4,0.30
3286,1708,1,0.99
3287,1708,4,0.22
3288,1709,1,0.99
3289,1709,4,0.60
3290,1710,1,0.99
3291,1710,4,0.52
3292,1711,1,0.99
3293,1711,4,0.75
3294,1712,1,0.99
3295,1712,4,0.60
3296,1713,4,0.30
3297,1714,4,0.15
3298,1715,4,0.30
3299,1716,4,0.28
3300,1717,4,0.67
3301,1718,4,0.15
3302,1719,1,0.99
3303,1719,1,0.99
3304,1719,1,0.99
3305,1719,4,0.67
3306,1720,2,5.99
3307,1720,1,0.99
3308,1720,4,0.45
3309,1721,4,0.15
3310,1722,1,0.99
3311,1722,4,0.15
3312,1723,1,0.99
3313,1723,4,0.06
3314,1724,1,0.99
3315,1724,1,0.99
3316,1724,4,0.45
3317,1725,1,0.99
3318,1725,2,5.99
3319,1725,1,0.99
3320,1725,4,0.67
3321,1726,1,0.99
3322,1726,4,0.60
3323,1727,1,0.99
3324,1727,4,0.75
3325,1728,1,0.99
3326,1728,4,0.19
3327,1729,4,0.37
3328,1730,4,0.15
3329,1731,1,0.99
3330,1731,4,0.52
3331,1732,1,0.99
3332,1732,1,0.99
3333,1732,4,0.75
3334,1733,4,0.15
3335,1734,1,0.99
3336,1734,4,0.45
3337,1735,1,0.99
3338,1735,1,0.99
3339,1735,4,0.45
3340,1736,1,0.99
3341,1736,4,0.22
3342,1737,1,0.99
3343,1737,4,0.63
3344,1738,1,0.99
3345,1738,4,0.15
3346,1739,1,0.99
3347,1739,4,0.15
3348,1740,1,0.99
3349,1740,2,5.99
3350,1740,4,0.30
3351,1741,1,0.99
3352,1741,4,0.15
3353,1742,1,0.99
3354,1742,1,0.99
3355,1742,4,0.41
3356,1743,4,0.15
3357,1744,1,0.99
3358,1744,2,5.99
3359,1744,1,0.99
3360,1744,4,0.60
3361,1745,4,0.30
3362,1746,1,0.99
3363,1746,4,0.43
3364,1747,1,0.99
3365,1747,4,0.45
3366,1748,4,0.15
3367,1749,1,0.99
3368,1749,1,0.99
3369,1749,4,0.60
3370,1750,1,0.99
3371,1750,1,0.99
3372,1750,4,0.75
3373,1751,2,5.99
3374,1751,4,0.52
3375,1752,1,0.99
3376,1752,1,0.99
3377,1752,4,0.45
3378,1753,4,0.15
3379,1754,4,0.07
3380,1755,1,0.99
3381,1755,4,0.67
3382,1756,4,0.07
3383,1757,1,0.99
3384,1757,4,0.37
3385,1758,2,5.99
3386,1758,4,0.22
3387,1759,1,0.99
3388,1759,1,0.99
3389,1759,1,0.99
3390,1759,4,0.52
3391,1760,4,0.07
3392,1761,1,0.99
3393,1761,4,0.37
3394,1762,4,0.60
3395,1763,4,0.45
3396,1764,2,5.99
3397,1764,1,0.99
3398,1764,4,0.08
3399,1765,4,0.07
3400,1766,1,0.99
3401,1766,4,0.60
3402,1767,2,5.99
3403,1767,1,0.99
3404,1767,2,5.99
3405,1767,4,0.75
3406,1768,1,0.99
3407,1768,2,5.99
3408,1768,4,0.37
3409,1769,1,0.99
3410,1769,1,0.99
3411,1769,4,0.45
3412,1770,4,0.45
3413,1771,4,0.22
3414,1772,4,0.15
3415,1773,4,0.15
3416,1774,2,5.99
3417,1774,1,0.99
3418,1774,1,0.99
3419,1774,4,0.52
3420,1775,2,5.99
3421,1775,1,0.99
3422,1775,4,0.75
3423,1776,1,0.99
3424,1776,1,0.99
3425,1776,4,0.67
3426,1777,1,0.99
3427,1777,1,0.99
3428,1777,4,0.52
3429,1778,4,0.52
3430,1779,4,0.22
3431,1780,1,0.99
3432,1780,4,0.60
3433,1781,1,0.99
3434,1781,1,0.99
3435,1781,4,0.30
3436,1782,4,0.52
3437,1783,1,0.99
3438,1783,4,0.30
3439,1784,4,0.08
3440,1785,1,0.99
3441,1785,1,0.99
3442,1785,4,0.22
3443,1786,4,0.37
3444,1787,4,0.07
3445,1788,4,0.15
3446,1789,1,0.99
3447,1789,1,0.99
3448,1789,4,0.22
3449,1790,4,0.15
3450,1791,2,5.99
3451,1791,4,0.52
3452,1792,4,0.60
3453,1793,1,0.99
3454,1793,2,5.99
3455,1793,4,0.30
3456,1794,1,0.99
3457,1794,2,5.99
3458,1794,1,0.99
3459,1794,4,0.52
3460,1795,4,0.37
3461,1796,4,0.22
3462,1797,1,0.99
3463,1797,4,0.15
3464,1798,1,0.99
3465,1798,4,0.30
3466,1799,2,5.99
3467,1799,4,0.15
3468,1800,4,0.22
3469,1801,1,0.99
3470,1801,1,0.99
3471,1801,4,0.52
3472,1802,2,5.99
3473,1802,4,0.30
3474,1803,4,0.07
3475,1804,1,0.99
3476,1804,4,0.37
3477,1805,4,0.22
3478,1806,1,0.99
3479,1806,1,0.99
3480,1806,4,0.22
3481,1807,4,0.15
3482,1808,1,0.99
3483,1808,1,0.99
3484,1808,1,0.99
3485,1808,4,0.52
3486,1809,4,0.15
3487,1810,1,0.99
3488,1810,4,0.67
3489,1811,4,0.15
3490,1812,1,0.99
3491,1812,2,5.99
3492,1812,4,0.45
3493,1813,1,0.99
3494,1813,2,5.99
3495,1813,4,0.67
3496,1814,4,0.45
3497,1815,4,0.30
3498,1816,4,0.37
3499,1817,1,0.99
3500,1817,1,0.99
3501,1817,4,0.45
3502,1818,4,0.15
3503,1819,4,0.11
3504,1820,1,0.99
3505,1820,4,0.15
3506,1821,1,0.99
3507,1821,4,0.41
3508,1822,1,0.99
3509,1822,4,0.15
3510,1823,4,0.22
3511,1824,1,0.99
3512,1824,4,0.07
3513,1825,1,0.99
3514,1825,1,0.99
3515,1825,4,0.67
3516,1826,4,0.37
3517,1827,1,0.99
3518,1827,4,0.37
3519,1828,4,0.22
3520,1829,1,0.99
3521,1829,2,5.99
3522,1829,4,0.63
3523,1830,4,0.45
3524,1831,1,0.99
3525,1831,4,0.15
3526,1832,4,0.15
3527,1833,1,0.99
3528,1833,1,0.99
3529,1833,1,0.99
3530,1833,1,0.99
3531,1833,4,0.67
3532,1834,1,0.99
3533,1834,2,5.99
3534,1834,2,5.99
3535,1834,4,0.60
3536,1835,4,0.22
3537,1836,4,0.30
3538,1837,4,0.45
3539,1838,1,0.99
3540,1838,1,0.99
3541,1838,4,0.60
3542,1839,1,0.99
3543,1839,4,0.30
3544,1840,1,0.99
3545,1840,4,0.60
3546,1841,4,0.15
3547,1842,2,5.99
3548,1842,2,5.99
3549,1842,4,0.67
3550,1843,4,0.37
3551,1844,4,0.07
3552,1845,4,0.15
3553,1846,1,0.99
3554,1846,4,0.75
3555,1847,2,5.99
3556,1847,4,0.75
3557,1848,1,0.99
3558,1848,4,0.22
3559,1849,4,0.30
3560,1850,4,0.49
3561,1851,4,0.22
3562,1852,4,0.15
3563,1853,4,0.15
3564,1854,1,0.99
3565,1854,4,0.67
3566,1855,1,0.99
3567,1855,4,0.52
3568,1856,4,0.15
3569,1857,2,5.99
3570,1857,4,0.22
3571,1858,1,0.99
3572,1858,4,0.41
3573,1859,1,0.99
3574,1859,4,0.75
3575,1860,4,0.45
3576,1861,4,0.30
3577,1862,1,0.99
3578,1862,4,0.30
3579,1863,1,0.99
3580,1863,1,0.99
3581,1863,4,0.82
3582,1864,1,0.99
3583,1864,4,0.67
3584,1865,4,0.15
3585,1866,1,0.99
3586,1866,4,0.45
3587,1867,4,0.60
3588,1868,2,5.99
3589,1868,1,0.99
3590,1868,1,0.99
3591,1868,4,0.37
3592,1869,2,5.99
3593,1869,4,0.52
3594,1870,2,5.99
3595,1870,1,0.99
3596,1870,4,0.60
3597,1871,1,0.99
3598,1871,4,0.45
3599,1872,4,0.45
3600,1873,1,0.99
3601,1873,1,0.99
3602,1873,4,0.67
3603,1874,4,0.30
3604,1875,1,0.99
3605,1875,4,0.58
3606,1876,1,0.99
3607,1876,4,0.75
3608,1877,2,5.99
3609,1877,1,0.99
3610,1877,4,0.37
3611,1878,1,0.99
3612,1878,1,0.99
3613,1878,4,0.52
3614,1879,1,0.99
3615,1879,4,0.67
3616,1880,1,0.99
3617,1880,4,0.56
3618,1881,4,0.30
3619,1882,4,0.22
3620,1883,4,0.07
3621,1884,1,0.99
3622,1884,4,0.71
3623,1885,1,0.99
3624,1885,4,0.30
3625,1886,2,5.99
3626,1886,1,0.99
3627,1886,4,0.52
3628,1887,1,0.99
3629,1887,4,0.67
3630,1888,1,0.99
3631,1888,4,0.82
3632,1889,1,0.99
3633,1889,4,0.37
3634,1890,1,0.99
3635,1890,1,0.99
3636,1890,4,0.52
3637,1891,1,0.99
3638,1891,4,0.73
3639,1892,4,0.45
3640,1893,4,0.04
3641,1894,4,0.15
3642,1895,1,0.99
3643,1895,4,0.67
3644,1896,1,0.99
3645,1896,4,0.56
3646,1897,1,0.99
3647,1897,4,0.60
3648,1898,4,0.07
3649,1899,1,0.99
3650,1899,4,0.22
3651,1900,1,0.99
3652,1900,4,0.52
3653,1901,4,0.45
3654,1902,2,5.99
3655,1902,1,0.99
3656,1902,1,0.99
3657,1902,4,0.52
3658,1903,1,0.99
3659,1903,1,0.99
3660,1903,4,0.67
3661,1904,1,0.99
3662,1904,1,0.99
3663,1904,4,0.67
3664,1905,4,0.15
3665,1906,4,0.22
3666,1907,4,0.52
3667,1908,4,0.52
3668,1909,4,0.22
3669,1910,4,0.15
3670,1911,2,5.99
3671,1911,1,0.99
3672,1911,4,0.37
3673,1912,4,0.37
3674,1913,4,0.15
3675,1914,2,5.99
3676,1914,4,0.28
3677,1915,4,0.07
3678,1916,4,0.22
3679,1917,4,0.30
3680,1918,4,0.15
3681,1919,4,0.07
3682,1920,4,0.22
3683,1921,4,0.15
3684,1922,1,0.99
3685,1922,4,0.22
3686,1923,4,0.15
3687,1924,1,0.99
3688,1924,1,0.99
3689,1924,1,0.99
3690,1924,4,0.67
3691,1925,1,0.99
3692,1925,4,0.60
3693,1926,1,0.99
3694,1926,4,0.37
3695,1927,1,0.99
3696,1927,4,0.37
3697,1928,1,0.99
3698,1928,4,0.67
3699,1929,4,0.15
3700,1930,1,0.99
3701,1930,4,0.56
3702,1931,4,0.37
3703,1932,4,0.15
3704,1933,1,0.99
3705,1933,1,0.99
3706,1933,4,0.30
3707,1934,4,0.45
3708,1935,1,0.99
3709,1935,4,0.22
3710,1936,1,0.99
3711,1936,4,0.60
3712,1937,4,0.43
3713,1938,1,0.99
3714,1938,4,0.52
3715,1939,1,0.99
3716,1939,1,0.99
3717,1939,4,0.77
3718,1940,2,5.99
3719,1940,4,0.75
3720,1941,1,0.99
3721,1941,1,0.99
3722,1941,1,0.99
3723,1941,4,0.56
3724,1942,4,0.15
3725,1943,1,0.99
3726,1943,4,0.15
3727,1944,1,0.99
3728,1944,1,0.99
3729,1944,4,0.52
3730,1945,4,0.22
3731,1946,1,0.99
3732,1946,1,0.99
3733,1946,1,0.99
3734,1946,4,0.48
