person_id,name,birthday,description
10027,Finlay Currie,1878-01-20,"From Wikipedia, the free encyclopedia<br><br>Finlay Jefferson Currie (20 January 1878 – 9 May 1968) was a Scottish actor of stage, screen and television.<br><br>Born in Edinburgh, Scotland, Currie's acting career began on the stage. He and his wife Maude Courtney (1884–1959) did a song and dance act in the US in the 1890s. He made his first film (The Old Man) in 1931. He appeared as a priest in the 1943 Ealing World War II movie Undercover. His most famous film role was as the convict Abel Magwitch in David Lean's Great Expectations (1946), based on the novel, 'Great Expectations' by Charles Dickens. He later began to appear in Hollywood film epics, including the 1951 Quo Vadis (as Saint Peter), the multi-Oscar winning 1959 Ben-Hur, as Balthazar, one of the Three Wise Men, and The Fall of the Roman Empire (1964) as an aged, wise senator; He appeared in People Will Talk with Cary Grant; and he also portrayed Robert Taylor's embittered father in MGM's Technicolor 1952 version of Ivanhoe. In 1962, he starred in an episode of The DuPont Show of the Week (NBC) entitled The Ordeal of Dr. Shannon, an adaptation of A. J. Cronin's novel, Shannon's Way. Currie's last role was as Mr. Lundie, the minister, in the 1966 television adaptation of the musical Brigadoon. In one of his very last performances, Currie plays a dying mafioso boss in the two part ""Vendetta For The Saint"" (1968) starring Roger Moore.<br><br>Later in life he became a much respected antiques dealer, specialising in coins and precious metals. He had been a long time collector of the works of Robert Burns.<br><br> <br><br>Description above from the Wikipedia article Finlay Currie, licensed under CC-BY-SA, full list of contributors on Wikipedia."
29520,Robert Newton,1905-06-01,"Robert Newton was an English stage and film actor. Along with Errol Flynn, Newton was one of the most popular actors among the male juvenile audience of the 1940s and early 1950s, especially with British boys. He was cited as a role model by actor Tony Hancock and drummer Keith Moon."
29273,Gilbert Roland,1905-12-11,"From Wikipedia, the free encyclopedia<br><br>Gilbert Roland (December 11, 1905 – May 15, 1994) was a Mexican-born American film actor.<br><br>He was born Luis Antonio Dámaso de Alonso in Ciudad Juárez, Chihuahua, Mexico and originally intended to become a bullfighter like his father. When the family moved to the United States, however, he became interested in acting when he was picked at random for a role as an extra. He chose his screen name by combining the names of his favorite actors, John Gilbert and Ruth Roland. He was often cast in the typical ""Latin Lover"" role.<br><br>Roland's first major role was in the collegiate comedy The Plastic Age (1925) together with Clara Bow, who he became engaged with. In 1927, he played Armand in Camille opposite Norma Talmadge, whom he was romantically involved with and they starred together in several productions. Roland later appeared in Spanish language adaptations of American films in romantic leads.<br><br>Beginning in the 1940s, critics began to take notice of his acting and he was praised for his supporting roles in John Huston's We Were Strangers (1949), The Bad and the Beautiful (1952), Thunder Bay (1953), and Cheyenne Autumn (1964). He also appeared in a series of films in the mid 1940s as the popular character ""The Cisco Kid"". He played Hugo, the agnostic (and totally fictional) friend of the three shepherd children in The Miracle of Our Lady of Fatima, based on the apparitions of Our Lady of Fatima in 1917. In 1953 he starred in the epic Beneath the 12-Mile Reef as Greek-American sponge diver Mike Petrakis. His last film appearance was in the 1982 Western Barbarosa.<br><br>Description above from the Wikipedia article Gilbert Roland, licensed under CC-BY-SA, full list of contributors on Wikipedia."
20412,Michael Anderson,1920-01-30,"From Wikipedia, the free encyclopedia<br><br>Michael Joseph Anderson, Sr. (born 30 January 1920) is an English film director, best known for directing Around the World in 80 Days (1956) and Logan's Run (1976).<br><br> <br><br>Description above from the Wikipedia article Michael Anderson (director), licensed under CC-BY-SA, full list of contributors on Wikipedia."
29068,Ben Cross,1947-12-16,"Ben Cross (born 16 December 1947) is a British actor of the stage and screen, best known for his portrayal of the British Olympic athlete Harold Abrahams in the 1981 movie Chariots of Fire.<br><br>Description above from the Wikipedia article Ben Cross, licensed under CC-BY-SA, full list of contributors on Wikipedia.​"
11854,Ian Charleson,1949-08-11,"From Wikipedia, the free encyclopedia.<br><br>Ian Charleson (11 August 1949 – 6 January 1990) was a Scottish stage and film actor. He is best known internationally for his starring role as Olympic athlete and missionary Eric Liddell, in the Oscar-winning 1981 film Chariots of Fire. He is also well known for his portrayal of Rev. Charlie Andrews in the 1982 Oscar-winning film Gandhi.<br><br>Charleson was a noted actor on the British stage as well, with critically acclaimed leads in Guys and Dolls, Cat on a Hot Tin Roof, Fool for Love, and Hamlet, among many others. Over the course of his life Charleson performed numerous major Shakespearean roles, and the annual Ian Charleson Awards were established in his honour in 1991, to reward the best classical stage performances in Britain by actors aged under 30.<br><br>The Houghton Mifflin Dictionary of Biography describes Charleson as ""a leading player of charm and power"" and ""one of the finest British actors of his generation."" Alan Bates wrote that Charleson was ""definitely among the top ten actors of his age group."" Ian McKellen said Charleson was ""the most unmannered and unactorish of actors: always truthful, always honest.""<br><br>Charleson was diagnosed with HIV in 1986, and died in 1990 at the age of 40. He requested that it be announced after his death that he had died of AIDS, in order to publicize the condition. This was the first show-business death in the United Kingdom openly attributed to AIDS, and helped to promote awareness of the disease.<br><br>Description above from the Wikipedia article Ian Charleson, licensed under CC-BY-SA, full list of contributors on Wikipedia."
47536,Cheryl Campbell,1949-05-22,"Cheryl Campbell (born 22 May 1949, St. Albans, Hertfordshire, England) is an English actor of stage, film and television.<br><br>Description above from the Wikipedia article Cheryl Campbell, licensed under CC-BY-SA, full list of contributors on Wikipedia.​"
2506,Alice Krige,1954-06-28,"Alice Maud Krige is a South African actress and producer. Her first feature film role was as the Gilbert and Sullivan singer Sybil Gordon in the 1981 Academy Award-winning film Chariots of Fire. Since then, she has played a variety of roles in a number of genres. Krige first played the role of the Borg Queen in the motion picture Star Trek: First Contact and reprised the role for the final episode of the television series Star Trek: Voyager. A year after the series ended, she reprised the role in ""Borg Invasion 4-D"" at Star Trek: The Experience.<br><br>She attended Rhodes University in Grahamstown where she pursued an undergraduate degree in psychology and literature, but quickly turned to acting, earning an honors degree in drama from Rhodes, before a moving to London to pursue a new career path. Once in England, she studied drama at the London Central School of Speech and Drama before making her acting performance debut in the 1979 BBC Play for Today.  <br><br>After achieving critical acclaim for her role in Chariot's of Fire, and continued to star and support in both film and stage theater throughout the 1980s.  This eclectic trend continued into the 1990s before turning to television for both starring and reoccurring minor roles in prominent television series.  In addition, she continued to make sporadic convention appearances and was recently awarded an honorary doctorate in literature from Rhodes University.  Alice Krige is married to writer/director, Paul Schoolman, and lives what she describes as an ""itinerant"" lifestyle. Although she and her husband maintain a permanent home in the United States, they spend much of their time living and working abroad."
53517,Nigel Havers,1949-11-06,"​From Wikipedia, the free encyclopedia.  <br><br>Nigel Allan Havers (born 6 November 1951) is an English actor. He is probably best known for his BAFTA-nominated role as Lord Andrew Lindsay in the 1981 British film Chariots of Fire, and for his role as Dr. Tom Latimer in the British TV comedy series Don't Wait Up. He portrayed the role of Lewis Archer in Coronation Street from 2009 to 2010.<br><br>Description above from the Wikipedia article Nigel Havers, licensed under CC-BY-SA, full list of contributors on Wikipedia."
32357,Nicholas Farrell,1955,"From Wikipedia, the free encyclopedia. Nicholas Farrell (born Nicholas Frost, in 1955) is an English stage, film and television actor. His early screen career included the role of Aubrey Montague in the 1981 film Chariots of Fire. In 1983, he starred as Edmund Bertram in a television adaptation of the Jane Austen novel, Mansfield Park. In 1984, he appeared in Greystoke: The Legend of Tarzan, Lord of the Apes and The Jewel in the Crown.<br><br>Since then, his film and television work has included several screen adaptations of Shakespeare's works, including Kenneth Branagh's 1996 Hamlet , in which he played Horatio, a role he had played previously with Branagh for the Royal Shakespeare Company. He has also appeared in film adaptations of Twelfth Night (1996), Othello (1995) and In the Bleak Midwinter (1995). He provided the voice of Hamlet for the animated television adaptation Shakespeare: The Animated Tales (1992).<br><br>Other television appearances have included two Agatha Christie's Poirot movies, Sharpe's Regiment, To Play the King, Torchwood and Collision. He has also appeared in episodes of Lovejoy, Foyle's War, Absolute Power, Spooks, Midsomer Murders, Drop the Dead Donkey and Casualty.<br><br>Farrell's theatre work includes performances of The Cherry Orchard, Camille, and The Crucible as well as Royal Shakespeare Company productions of The Merchant of Venice, Julius Caesar, and Hamlet.<br><br>He is married to Scottish actress Stella Gonet.<br><br>Description above from the Wikipedia article Nicholas Farrell, licensed under CC-BY-SA,full list of contributors on Wikipedia."
73933,Daniel Gerroll,1951-10-16,
58220,Hugh Hudson,1936-08-25,"From Wikipedia, the free encyclopedia.<br><br>Hugh Hudson (born 25 August 1936) is an English film director. His best-known international success is the 1981 multiple Academy Award-winning film, Chariots of Fire.<br><br>Description above from the Wikipedia article Hugh Hudson, licensed under CC-BY-SA, full list of contributors on Wikipedia.​"
9137,Renée Zellweger,1969-04-25,"Renée Kathleen Zellweger (born April 25, 1969) is an American actress and producer. Zellweger first gained widespread attention for her role in the film Jerry Maguire (1996) in which she played the romantic interest of Tom Cruise's character. Zellweger later won acclaim in One True Thing (1998) opposite William Hurt and Meryl Streep, and in Neil LaBute's Nurse Betty opposite Morgan Freeman. The role garnered the actress her first of three Golden Globe Awards.Subsequently She received two nominations for the Academy Award for Best Actress for her roles as Bridget Jones in the comedy Bridget Jones's Diary (2001), which she reprised in its sequel Bridget Jones: The Edge of Reason (2004) and as Roxie Hart in the musical Chicago (2002), and won the Academy Award for Best Supporting Actress for her performance in the drama Cold Mountain (2003).She has won three Golden Globe Awards and three Screen Actors Guild Awards, and was named Hasty Pudding's Woman of the Year in 2009, and has established herself as one of the highest-paid Hollywood actresses in recent years.Zellweger has been dating actor Bradley Cooper since 2009."
15758,Queen Latifah,1970-03-18,"Dana Elaine Owens was born on March 18, 1970 in Newark, New Jersey. Better known by her stage name Queen Latifah, she is a rapper, actress and singer. Queen Latifah's work in music, film and television has earned her a Golden Globe award, two Screen Actors Guild Awards, two Image Awards, a Grammy Award, six additional Grammy nominations, an Emmy Award nomination and an Academy Award nomination. From 1993-1998, Latifah had a starring role on Living Single. She began her film career in supporting roles in the 1991 and 1992 films House Party 2, Juice and Jungle Fever. Later, Latifah appeared in the 1996 box-office hit, Set It Off and subsequently had a supporting role in the Holly Hunter film Living Out Loud (1998). She also played the role of Thelma in the 1999 movie The Bone Collector, alongside Denzel Washington and Angelina Jolie. Although she had already received some critical acclaim, she gained mainstream success after being cast as Matron ""Mama"" Morton in the Oscar-winning film adaptation of the musical Chicago (2002). Latifah received an Academy Award nomination for Best Actress in a Supporting Role. Since then, she has starred in a number of popular films including; Bringing Down the House, with Steve Martin, Taxi, Beauty Shop, Hairspray and Last Holiday. In 2007, she produced the film The Perfect Holiday starring Morris Chestnut and Gabrielle Union. Her most recent films include; Just Wright (2010), The Dilemma (2011) and she is set to reprise her role in the next installment of the animated film, Ice Age."
1205,Richard Gere,1949-08-31,"Richard Tiffany Gere( born August 31, 1949) is an American actor. He began acting in the 1970s, playing a supporting role in Looking for Mr. Goodbar, and a starring role in Days of Heaven. He came to prominence in 1980 for his role in the film American Gigolo, which established him as a leading man and a sex symbol. He went on to star in several hit films including An Officer and a Gentleman, Pretty Woman, Primal Fear, and Chicago, for which he won a Golden Globe Award as Best Actor, as well as a Screen Actors Guild Award as part of the Best Cast.<br><br>Description above from the Wikipedia article Richard Gere, licensed under CC-BY-SA, full list of contributors on Wikipedia."
17637,Taye Diggs,1971-01-02,"From Wikipedia, the free encyclopedia  <br><br>  Scott Leo ""Taye"" Diggs (born January 2, 1971) is an American theatre, film and television actor. He is perhaps best known for his roles in the Broadway musical Rent, the motion picture How Stella Got Her Groove Back, and the television series Private Practice. His nickname, Taye, comes from the playful pronunciation of Scotty as ""Scottay"".  Description above from the Wikipedia article Taye Diggs, licensed under CC-BY-SA, full list of contributors on Wikipedia."
17638,Cliff Saunders,\N,
17287,Dominic West,1969-10-15,"Dominic Gerard Fe West (born 15 October 1969) is an English actor best known in the United States for his role as Detective Jimmy McNulty in the HBO drama series The Wire.<br><br>Description above from the Wikipedia article Dominic West, licensed under CC-BY-SA, full list of contributors on Wikipedia."
17633,Rob Marshall,1960-10-17,"From Wikipedia, the free encyclopedia<br><br>Rob Marshall (born October 17, 1960) is an American theater director, film director and choreographer. He is a six-time Tony Award nominee, Academy Award nominee, Golden Globe nominee and four-time Emmy winner whose most noted work is the 2002 Academy Award Best Picture winner Chicago.<br><br>Marshall was born in Madison, Wisconsin and raised in Pittsburgh, Pennsylvania. He debuted in the film industry with the Emmy Award-wining TV adaptation of the musical Annie by Charles Strouse and Martin Charnin. After that he went on to direct the much anticipated adaptation of the Kander and Ebb musical Chicago in 2002 for which he was nominated for an Academy Award for Best Director. His next feature film was the drama Memoirs of a Geisha based on the best-selling book of the same name by Arthur Golden starring Zhang Ziyi, Gong Li, Michelle Yeoh and Ken Watanabe. The film went on to win three Academy Awards and gross $162,242,962 at the worldwide box office. In 2009, Marshall directed Nine, an adaptation of the hit Broadway production with the same name starring Daniel Day-Lewis, Marion Cotillard, Nicole Kidman, Sophia Loren and Penélope Cruz, who was nominated for an Academy Award for Best Supporting Actress. Marshall then went on to direct Pirates of the Caribbean: On Stranger Tides, the fourth chapter of Disney's Pirates of the Caribbean film series starring Johnny Depp, Ian McShane, Penélope Cruz and Geoffrey Rush, which is set to open on May 20, 2011.<br><br>Description above from the Wikipedia article Rob Marshall, licensed under CC-BY-SA, full list of contributors on Wikipedia."
88671,Richard Dix,1893-07-18,"Richard Dix was a major leading man at RKO Radio Pictures from 1929  through 1943. He was born Ernest Carlton Brimmer July 18, 1893, in St.  Paul, Minnesota. There he was educated, and at the desires of his  father, studied to be a surgeon. His obvious acting talent in his school  dramatic club led him to leading roles in most of the school plays. At  6' 0"" and 180 pounds, Dix excelled in sports, especially football and  baseball. These skills would serve him well in the vigorous film roles  he would go on to play. After a year at the University of Minnesota he  took a position at a bank, spending his evenings training for the stage.  His professional start was with a local stock company, and this led to  similar work in New York. The death of his father left him with a mother  and sister to support. He went to Los Angeles, became leading man for  the Morosco Stock Company and his success there got him a contract with  Paramount Pictures. His rugged good looks and dark features made him a  popular player in westerns. His athletic ability led to his starring  role in Paramount's Warming Up  (1928), a baseball story and also the studio's first feature with  synchronized score and sound effects. His deep voice and commanding  presence were perfectly suited for the talkies, and he was signed by RKO  Radio Pictures in 1929, scoring an early triumph in the all-talking  mystery drama, Seven Keys to Baldpate (1929). In 1931 he was nominated for a Best Actor Oscar for his masterful performance in Cimarron  (1931), winner of the Best Picture Oscar that year. Throughout the  1930s Dix would be a big box-office draw at RKO, appearing in mystery  thrillers, potboilers, westerns and programmers. He appeared in the  ""Whistler"" series of mystery films at Columbia in the mid-40s. He  retired from films in 1947. He first married Winifred Coe on October 20,  1931, had a daughter, Martha Mary Ellen, then divorced in 1933. He then  married Virginia Webster on June 29, 1934. They had twin boys, Richard  Jr. and Robert Dix and an adopted daughter, Sara Sue. Richard Dix the actor, died at age 56 on September 20, 1949."
128966,Estelle Taylor,1894-05-20,"From Wikipedia, the free encyclopedia.<br><br>Estelle Taylor (May 20, 1894—April 15, 1958) was an American Hollywood actress whose career was most prominent during the silent film era of the 1920s.<br><br>Born Ida Estelle Taylor in Wilmington, Delaware, the daughter of Harry D Taylor and Ida LaBertha (Barrett) Taylor, Estelle married three times during her lifetime. Her first husband was banker Kenneth Malcom Peacock, her second was William Harrison ""Jack"" Dempsey (Jack Dempsey the world heavyweight boxing champion), and theatrical producer Paul Smith.<br><br>After relocating to Hollywood, she began taking bit parts in films.<br><br>One of Taylor's earliest successes was in 1920 in Fox's While New York Sleeps with Marc McDermott. She and McDermott play three sets of characters in different time periods. This film was lost for decades but has been recently discovered and screened at a film festival in Los Angeles. Taylor is possibly best recalled for her roles in the 1922 drama Monte Cristo opposite John Gilbert, the enormously successful 1923 Cecil B. DeMille directed The Ten Commandments as Miriam, the sister of Moses; as Lucrezia Borgia in the 1926 Warner Bros.' first feature-length film with synchronized Vitaphone sound effects and musical soundtrack Don Juan opposite John Barrymore, Mary Astor and Warner Oland, 1927's New York, opposite Ricardo Cortez and Lois Wilson, 1931's Street Scene with Sylvia Sidney and both the Academy Award winning Cimarron and the Clara Bow talkie, Call Her Savage in 1932.<br><br>Taylor married heavyweight boxing champion, Jack Dempsey, in 1925. She was supposed to have co-starred in a movie with actor Rudolph Valentino which would have brought her more widespread fame but he died just before production was to begin. In 1928 she and husband Dempsey starred in a Broadway play titled The Big Fight, loosely based around Dempsey's boxing popularity, which ran for 31 performances at the Majestic Theatre.<br><br>When she divorced Jack in July, 1933 she walked away with $40,000 in cash as well as 3 of their cars and their $150,000 estate. When a fan came up to her for an autographed picture of her, which had Jack's name on top she allegedly wrote: ""This is the last time that son-of-a-bitch will be on top of me."" Her marriage to Dempsey produced no children.<br><br>Taylor was a close friend of Mexican-born actress Lupe Vélez, and on the evening of December 13, 1944 she spent several hours at a restaurant having dinner and drinks with the actress before Vélez returned home and committed suicide. The ensuing press coverage briefly propelled Taylor once again into the headlines.<br><br>Taylor's last film appearance was in the 1945 Jean Renoir directed drama The Southerner. In her later years, Taylor devoted her free time to her pets and was the president and founder of the California Pet Owners' Protective League. In 1953, Taylor served on the City Animal Regulation Commission in Los Angeles, California.<br><br>Taylor died in 1958.She had been suffering for some time with cancer and had been bedridden the last six months.<br><br>She was interred at Hollywood Forever Cemetery.<br><br>For her contribution to the motion picture industry, Estelle Taylor was awarded a star on the Hollywood Walk of Fame at 1620 Vine Street in Hollywood, California.<br><br>In a 1983 American made-for-television movie biopic of boxer Jack Dempsey, Estelle Taylor was portrayed by British actress Victoria Tennant.<br><br>Description above from the Wikipedia article Estelle Taylor, licensed under CC-BY-SA, full list of contributors on Wikipedia"
129038,Nance O'Neil,1874-10-08,"From Wikipedia, the free encyclopedia.<br><br>Nance O'Neil (also Nancy O'Neil) (8 October 1874 – 7 February 1965) was an American actress of stage and silent cinema of the early 20th century, dubbed the American Bernhardt.<br><br>Description above from the Wikipedia article Nance O'Neil, licensed under CC-BY-SA, full list of contributors on Wikipedia"
128159,William Collier Jr.,1902-02-01,"Buster Collier was born Charles F. Gall Jr. in New York and got his show-business start at the age of seven, his mother being an actress and his father being a theater manager. His parents later divorced and his mother married actor William Collier Sr., who adopted the boy and gave him his new name, William Collier Jr., nicknamed ""Buster"". Collier's stage experience got him his first film role, The Bugle Call (1916) at age 14. He soon became one of the most popular actors of the 1920s, easily making the transition from child actor to young romantic lead. In 1935 he retired from acting to become a producer, first in the US and then in England, where he moved in 1937 and stayed until the late 1940s. In the 1950s he produced several television series in the US.<br><br>Date of Death: 5 February 1987, San Francisco, California, USA"
29762,Stanley Fields,1883-05-20,
21311,Wesley Ruggles,1889-06-11,"Wesley Ruggles (June 11, 1889 – January 8, 1972) was an American film director.<br><br>He was born in Los Angeles, a younger brother of actor Charles Ruggles. He began his career in 1915 as an actor, appearing in a dozen or so silent films, on occasion with Charles Chaplin.<br><br>In 1917, he turned his attention to directing, making more than 50 mostly forgettable films — including a silent film version of Edith Wharton's novel The Age of Innocence (1924) — before he won acclaim with Cimarron in 1931. The adaptation of Edna Ferber's novel Cimarron, about homesteaders settling in the prairies of Oklahoma, was the first Western to win an Academy Award as Best Picture.<br><br>Although Ruggles followed this success with the light comedy No Man of Her Own (1932) with Clark Gable and Carole Lombard, the comedy I'm No Angel (1933) with Mae West and Cary Grant , College Humor (1933) with Bing Crosby, and Bolero (1934) with George Raft and Carole Lombard, few of his later films were in any way memorable (an exception is Arizona).<br><br>His career was on the downslide when he teamed with the Rank Organisation in 1946 to produce and direct London Town with Sid Field and Petula Clark, based on a story he wrote. The film — British cinema's first attempt at a Technicolor musical extravaganza — is notable as being one of the biggest critical and commercial failures in that country's film history. Ironically, Ruggles had been hired to helm it because as an American, it was thought, he was better equipped to handle a musical — despite the fact that nothing in his past had prepared him to work in the genre. It was his last film. An abridged version was released in the U.S. under the title My Heart Goes Crazy by United Artists in 1953.<br><br>Ruggles died in 1972 in Santa Monica and was interred in the Forest Lawn Memorial Park Cemetery in Glendale, California.<br><br>Description above from the Wikipedia article Wesley Ruggles, licensed under CC-BY-SA, full list of contributors on Wikipedia"
1896,Don Cheadle,1964-11-29,"Donald Frank ""Don"" Cheadle, Jr. was on born November 29, 1964 in Kansas City, Missouri. He is an American film actor as well as producer. Cheadle first received widespread notice for his portrayal of Mouse Alexander in the film Devil in a Blue Dress, for which he won Best Supporting Actor awards from the Los Angeles Film Critics Association and the National Society of Film Critics and was nominated for similar awards from the Screen Actors Guild and the NAACP Image Awards.<br><br>Following soon thereafter was his performance in the title role of the 1996 HBO TV movie, Rebound: The Legend of Earl ""The Goat"" Manigault. He also starred in the 1997 film Volcano, directed by Mick Jackson. Cheadle continued his rise to prominence in the late 1990s and the early 2000s for his supporting roles in the Steven Soderbergh-directed films Out of Sight, Traffic, and Ocean's Eleven. In 2004, his lead role as Rwandan hotel manager Paul Rusesabagina in the genocide drama film Hotel Rwanda earned him an Academy Award nomination for Best Actor. He also starred in, and was one of the producers of Crash, which won the 2005 Academy Award for Best Picture.<br><br>In 2010, Cheadle assumed the role of James Rhodes in the film Iron Man 2, replacing Terrence Howard, his Crash co-star. He also campaigns for the end of genocide in Darfur, Sudan, and co-authored a book concerning the issue titled Not On Our Watch: The Mission To End Genocide In Darfur And Beyond. In 2007, Cheadle was awarded the BET Humanitarian award of the year for his numerous humanitarian services he rendered for the cause of the people of Darfur and Rwanda. In 2010, Cheadle was named U.N. Environment Program Goodwill Ambassador."
2876,Matt Dillon,1964-02-18,"From Wikipedia, the free encyclopedia<br><br>Matthew Raymond ""Matt"" Dillon (born February 18, 1964) is an American actor and film director. He began acting in the late 1970s, gaining fame as a teenage idol during the 1980s.<br><br>Description above from the Wikipedia article Matt Dillon, licensed under CC-BY-SA, full list of contributors on Wikipedia."
454,Michael Peña,1976-01-13,"​From Wikipedia, the free encyclopedia<br><br>Michael Anthony Peña (born January 13, 1976) is an American film and television actor, probably best known for his prominent roles in Crash, Observe and Report, and Oliver Stone's World Trade Center. He also appeared in the Nickelback music video for their song Savin' Me.<br><br>Description above from the Wikipedia article Michael Peña, licensed under CC-BY-SA, full list of contributors on Wikipedia."
18285,Jennifer Esposito,1973-04-11,"From Wikipedia, the free encyclopedia.<br><br>Jennifer Esposito (born April 11, 1973, height 5' 6"" (1,68 m)) is an American actress, dancer and model. known for her appearances in films such as I Still Know What You Did Last Summer, Summer of Sam and Crash and in television series such as Spin City and Samantha Who?, and Blue Bloods.<br><br>Esposito was born in Brooklyn, New York, the second of two daughters of Phyllis, an interior decorator, and Robert Esposito, a computer consultant and music producer. She is of Italian descent.<br><br>Esposito made her first television appearance in Law &amp; Order in 1996. She then joined the cast of Spin City, where she appeared for two seasons. She also appeared in I Still Know What You Did Last Summer. One of her more notable roles was as Ruby in Spike Lee's Summer of Sam in 1999, which was set against the late-1970s backdrop of the Son of Sam murders. She originally had the Mira Sorvino role in Summer of Sam, but had to take a different role due to scheduling conflicts. Esposito's next film was Wes Craven Presents: Dracula 2000.<br><br>In 2000, Esposito appeared in the Law &amp; Order: SVU episode Remorse as a rape victim. She played Don Cheadle's girlfriend, Ria, in the Academy Award-winning film Crash. Esposito was part of the cast of Related. She also played the part of Jennifer in The Master of Disguise in 2002 and played a Lieutenant in the NYPD in the 2004 film Taxi. She played a love interest to Denis Leary's character in the FX dramedy Rescue Me. Esposito appeared on television as Andrea Belladonna in the ABC comedy, Samantha Who?. She also appeared in the NBC medical drama Mercy.<br><br>Esposito joined the cast of Blue Bloods in 2010, during its first season; she plays Detective Jackie Curatola, the partner of Detective Danny Reagan (played by Donnie Wahlberg). In the third season, Esposito entered a dispute with CBS regarding doctor's orders for her to cut back working hours due to her Celiac disease. Rather than work around her limited schedule, CBS chose to replace her character this season. As such, Esposito only appears in six episodes, receiving also starring billing in all of them.<br><br>Esposito announced that she had been diagnosed with celiac disease on The Late Show with David Letterman in October 2011, reporting she had been diagnosed ""a couple years ago"" and had plans to open a gluten-free bakery. In 2012, Esposito opened the bakery in Manhattan's East Village under the name ""Jennifer's Way Bakery.""<br><br>According to Esposito, she collapsed on set while shooting an episode of Blue Bloods, requiring her to miss a week of work, and during the show's th Esposito and CBS reportedly have been at odds over her medical condition and its effect on her availability for work.<br><br>Esposito married Bradley Cooper on December 30, 2006. They were divorced in 2007.<br><br>In 2009, Esposito became engaged to Australian tennis player Mark Philippoussis. The couple separated in August 2010."
18269,Brendan Fraser,1968-12-03,"The son of a Canadian travel executive who frequently moved his family, Brendan can claim affinity with Ottawa, Indianapolis, Detroit, Seattle, London and Rome. His early exposure to theatre, particularly in London, led him to Seattle's Cornish Institute. After graduation he found a minor role as Sailor #1 in River Phoenix's Dogfight (1991), then somewhat more substantial roles in Encino Man (1992) and School Ties (1992). He expresses a preference for playing ""fish out of water"" men. Five more years of supporting work led finally to the title role in George of the Jungle (1997), a role which fully utilized his charm and beefy good looks, as well as offering him a chance to show off his comic talents. He describes this role as the one which dramatically altered his career. Critical raves for his role in Gods and Monsters (1998) pointed to yet another dimension to his dramatic persona."
18286,Nona Gaye,1974-09-04,"From Wikipedia, the free encyclopedia.<br><br>Nona Marvisa Gaye (born September 4, 1974) is an American singer, former fashion model, and screen actress. The daughter of soul music legend Marvin Gaye and granddaughter of jazz great Slim Gaillard, she began her career as a vocalist in the early 1990s. As an actress, she is best known for her portrayal of Zee in the science fiction films The Matrix Reloaded and The Matrix Revolutions.<br><br>Description above from the Wikipedia article Nona Gaye, licensed under CC-BY-SA, full list of contributors on Wikipedia"
18288,Terrence Howard,1969-03-11,"Terrence Dashon Howard (born March 11, 1969) is an Academy Award-nominated American actor. Having his first major role in the 1995 film Mr. Holland's Opus, which subsequently led to a number of roles in films and high visibility among African American audiences. Howard broke into the mainstream with a succession of well-reviewed television and film roles between 2004 and 2006. Among his roles in movies includes Ray, Lackawanna Blues, Crash, Four Brothers, Hustle &amp; Flow, Get Rich or Die Tryin', Idlewild, The Brave One. Howard co-starred in Iron Man and reprised the role in the video game adaption. He was replaced in this role in the sequel Iron Man 2, by Academy Award nominee Don Cheadle (his Crash co-star). Howard was born in Chicago, Illinois and raised in Cleveland, Ohio. At 18, he moved to New York City to pursue an acting career. He had auditioned for The Cosby Show and was cast in the role and later, Howard had a principal role in a short-lived CBS sitcom, Tall Hopes. He went on to portray Jackie Jackson in The Jacksons: An American Dream, an ABC miniseries. Three years later, he made his big film break in 1995's Mr. Holland's Opus. He continued with television and movie roles and co-starred as Greg Sparks in the late-1990s television series Sparks. Howard also appeared in The Best Man in 1999, in Ashanti's music video for her 2002 single ""Foolish"", and in Mary J. Blige's video for ""Be Without You"". Howard also made an appearance on the TV series Family Matters. Howard has also worked as a film producer for the movie Pride. In 2008, Howard hosted the PBS' series Independent Lens. Also in 2008, he made his Broadway debut, playing Brick in an all-African-American production of Tennessee Williams' Cat on a Hot Tin Roof, directed by Debbie Allen. Later that year, Howard made a guest appearance in the short film For All Mankind directed by Daniel L. Clifton and in 2009, he starred in the movie Fighting. In 2010, Howard joined the cast of the new Law &amp; Order: Los Angeles installment of the Law &amp; Order franchise, wherein he will play Deputy District Attorney Joe Dekker. Terrence ventured into the music industry with his debut pop album, Shine through It, heavily inspired by popular soul singers such as Marvin Gaye and Curtis Mayfield, was released in September 2008. Howard, who lives outside Philadelphia in Lafayette Hill, He has three children from a previous marriage: two daughters (Aubrey and Heaven) and a son (Hunter)."
455,Paul Haggis,1953-03-10,"From Wikipedia, the free encyclopedia  <br><br>  Paul Edward Haggis (born March 10, 1953) is a Canadian screenwriter, producer, and director. He spent his early career producing and directing various American and Canadian television network series.  <br><br>  Description above from the Wikipedia article Paul Haggis, licensed under CC-BY-SA, full list of contributors on Wikipedia."
