movie_id,title,running_length,release_date,description
87827,Life of Pi,127,2012-11-20,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean."
3116,Midnight Cowboy,113,1969-05-25,A naive male prostitute and his sickly friend struggle to survive on the streets of New York City.
24807,Mr. Deeds Goes to Town,115,1936-04-12,"Longfellow Deeds lives in a small town, leading a small town kind of life. When a relative dies and leaves Deeds a fortune, Longfellow moves to the big city where he becomes an instant target for everyone. Deeds outwits them all until Babe Bennett comes along. When small-town boy meets big-city girl anything can, and does, happen."
6977,No Country for Old Men,122,2007-11-08,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide."
17917,Oliver!,153,1968-09-26,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagan."
16619,Ordinary People,124,1980-09-19,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together."
606,Out of Africa,161,1985-12-10,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937."
792,Platoon,120,1986-12-18,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man."
18254,Reds,195,1981-12-25,A radical American journalist becomes involved with the Communist revolution in Russia and hopes to bring its spirit and idealism to the United States.
1366,Rocky,119,1976-11-21,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break."
857,Saving Private Ryan,169,1998-07-24,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home."
424,Schindler's List,195,1993-11-29,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.
84295,Skippy,85,1931-04-25,"Skippy, the mischievous son of a wealthy doctor, meets Sooky in poverty-ridden Shantytown, and together they try to save Sooky's pet from a cruel dogcatcher."
12405,Slumdog Millionaire,120,2008-05-12,"Jamal Malik is an impoverished Indian teen who becomes a contestant on the Hindi version of ‘Who Wants to Be a Millionaire?’ but, after he wins, he is suspected of cheating."
284,The Apartment,125,1960-06-15,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve."
14675,The Awful Truth,91,1937-01-01,"Unfounded suspicions lead a married couple to begin divorce proceedings, whereupon they start undermining each other's attempts to find new romance."
11778,The Deer Hunter,183,1978-12-08,"A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return."
1422,The Departed,151,2006-10-05,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them."
104214,The Divine Lady,99,1929-03-31,"A partly fictionalized account of history begins with the arrival of slatternly Emma Hart, a cook's daughter, at the home of Charles Greville. Greville takes her as his lover and grooms her until their relationship becomes an inconvenience. Greville then dupes Emma into traveling to Naples to live with his uncle, Lord Hamilton, ambassador to the court at Naples. Realizing that Greville has abandoned her, Emma agrees to marry Lord Hamilton. Soon, however, she meets Admiral Horatio Nelson of the British Navy. Emma plays a crucial role in convincing Naples to open its ports to Nelson during his campaign against Napoleon's French fleet. Soon, Emma and the married Nelson become romantically involved -- a relationship which will have consequences for them both."
409,The English Patient,162,1996-11-14,"Beginning in the 1930s, ""The English Patient"" tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash."
240,The Godfather: Part II,200,1974-12-20,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba."
37247,The Graduate,106,1967-12-21,"Recent college graduate Benjamin Braddock is seduced by the wife of his father's business partner, Mrs. Robinson. Benjamin soon finds himself falling in love with her daughter, Elaine, as the affair with Mrs. Robinson mother comes back to haunt him."
596,The Grapes of Wrath,129,1940-03-15,"Tom Joad returns to his home after a jail sentence to find his family kicked out of their farm due to foreclosure. He catches up with them on his Uncles farm, and joins them the next day as they head for California and a new life... Hopefully."
12162,The Hurt Locker,131,2008-10-10,"Forced to play a dangerous game of cat-and-mouse in the chaos of war, an elite Army bomb squad unit must come together in a city where everyone is a potential enemy and every object could be a deadly bomb."
746,The Last Emperor,163,1987-10-21,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic."
122,The Lord of the Rings: The Return of the King,201,2003-12-01,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm."
3109,The Quiet Man,129,1952-07-21,"Sean Thornton has returned from America to reclaim his homestead and escape his past. Sean's eye is caught by Mary Kate Danaher, the beautiful spinster and younger sister of ill-tempered ""Red"" Will Danaher. The riotous relationship that forms between Sean and Mary Kate, punctuated by Will's pugnacious attempts to keep them apart, form the plot, with Sean's past as the dark undercurrent."
15121,The Sound of Music,174,1965-03-02,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.
9277,The Sting,129,1973-12-25,Set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.
3090,The Treasure of the Sierra Madre,126,1948-01-24,"Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster."
597,Titanic,194,1997-11-18,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning."
5769,Tom Jones,128,1963-10-06,Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?
1900,Traffic,148,2000-12-27,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle."
102384,Two Arabian Knights,92,1927-09-23,"Director Lewis Milestone's 1927 comedy follows the exploits of two American soldiers during WWI. Starring William Boyd, Mary Astor and Louis Wolheim."
33,Unforgiven,131,1992-08-07,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff."
1725,West Side Story,152,1961-10-18,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy."
34106,You Can't Take It With You,126,1938-08-23,"Alice, the only relatively normal member of the eccentric Sycamore family, falls in love with Tony Kirby. His wealthy banker father, Anthony P. Kirby, and his snobbish mother, strongly disapprove of the match. When the Kirbys are invited to dinner to become better acquainted with their future in-laws, things do not turn out the way Alice had hoped."
76203,12 Years a Slave,134,2013-10-18,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life."
2769,An American in Paris,113,1951-08-08,"Jerry Mulligan is an exuberant American expatriate in Paris trying to make a reputation as a painter. His friend Adam is a struggling concert pianist who's a long time associate of a famous French singer, Henri Baurel. A lonely society woman, Milo Roberts, takes Jerry under her wing and supports him, but is interested in more than his art."
68734,Argo,120,2012-10-11,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador."
2897,Around the World in Eighty Days,167,1956-10-17,"Based on the famous book by Jules Verne the movie follows Phileas Fogg on his journey around the world. Which has to be completed within 80 days, a very short period for those days."
9443,Chariots of Fire,123,1981-05-15,The true story of British athletes preparing for and competing in the 1924 Summer Olympics.
1574,Chicago,113,2002-12-26,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.
42861,Cimarron,123,1931-02-09,"When the government opens up the Oklahoma territory for settlement, restless Yancey Cravat claims a plot of the free land for himself and moves his family there from Wichita. A newspaperman, lawyer, and just about everything else, Cravat soon becomes a leading citizen of the boom town of Osage. Once the town is established, however, he begins to feel confined once again, and heads for the Cherokee Strip, leaving his family behind. During this and other absences, his wife Sabra must learn to take care of herself and soon becomes prominent in her own right."
1640,Crash,112,2004-05-28,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption."
33680,Grand Hotel,112,1932-04-11,Guests at a posh Berlin hotel struggle through scandal and heartache.
28966,Wings,141,1927-08-12,"Two young men, one rich, one middle class, who are in love with the same woman (Jobyna Ralston), become US Air Corps fighter pilots and heroic flying aces in World War I. Devoted best friends, their mutual love of the girl eventually threatens their bond. Meanwhile, a hometown girl (Clara Bow) who's the love struck lifelong neighbor of one of them, pines away."
376867,Moonlight,111,2016-10-21,"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality."
12311,Mutiny on the Bounty,132,1935-11-08,"Fletcher Christian successfully leads a revolt against the ruthless Captain Bligh on the HMS Bounty. However, Bligh returns one year later, hell bent on avenging his captors."
223,Rebecca,130,1940-04-12,A self-conscious bride is tormented by the memory of her husband's dead first wife.
314365,Spotlight,128,2015-11-06,"The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
27191,The Greatest Show on Earth,152,1952-01-10,"To ensure a full profitable season, circus manager Brad Braden engages The Great Sebastian, though this moves his girlfriend Holly from her hard-won center trapeze spot. Holly and Sebastian begin a dangerous one-upmanship duel in the ring, while he pursues her on the ground."
43278,The Life of Emile Zola,116,1937-10-02,Bio epic of the famous writer.
623,A Fish Called Wanda,108,1988-07-15,"A diamond advocate is attempting to steal a collection of diamonds, yet troubles arise when he realizes that he is not the only one after the diamonds."
42731,A Thousand Clowns,118,1965-12-13,"Twelve-year-old Nick lives with his Uncle Murray, a Mr.Micawber-like Dickensian character who keeps hoping something won't turn up. What turns up is a social worker, who falls in love with Murray and a bit in love with Nick. As the child welfare people try to force Murray to become a conventional man (as the price they demand for allowing him to keep Nick), the nephew, who until now has gloried in his Uncle's iconoclastic approach to life, tries to play mediator. But when he succeeds, he is alarmed by the uncle's willingness to cave in to society in order to save the relationship."
30177,A Tree Grows in Brooklyn,128,1945-02-28,"In Brooklyn circa 1900, the Nolans manage to enjoy life on pennies despite great poverty and Papa's alcoholism. We come to know these people well through big and little troubles: Aunt Sissy's scandalous succession of ""husbands""; the removal of the one tree visible from their tenement; and young Francie's desire to transfer to a better school...if irresponsible Papa can get his act together."
2757,Adaptation.,114,2002-12-06,A love-lorn script writer grows increasingly desperate in his quest to adapt the book 'The Orchid Thief'.
31662,Affliction,114,1997-08-28,A small town policeman must investigate a suspicious hunting accident. The investigation and other events result in his slowly disintegrating mentally.
891,All the President's Men,138,1976-04-04,"In the run-up to the 1972 elections, Washington Post reporter Bob Woodward covers what seems to be a minor break-in at the Democratic Party National headquarters. He is surprised to find top lawyers already on the defense case, and the discovery of names and addresses of Republican fund organizers on the accused further arouses his suspicions. The editor of the Post is prepared to run with the story and assigns Woodward and Carl Bernstein to it. They find the trail leading higher and higher in the Republican Party, and eventually into the White House itself."
2623,An Officer and a Gentleman,124,1982-07-28,"Zack Mayo is a young man who has signed up for Navy Flight School. He is a Navy brat who has a bad attitude problem. Sgt. Foley is there to train and evaluate him and will clearly find Zack wanting. Zack meets Paula, a girl who has little beyond family and must decide what it is he wants to do with his life."
13665,Arthur,97,1981-07-17,"Arthur is the most quotable drunk millionaire that is likely to ever steal your heart. Dudley Moore portrays Arthur, a thirty year old child who will inherit 750 million dollars if he complies with his family's demands and marries the woman of their choosing."
55347,Beginners,105,2010-09-11,"A young man is rocked by two announcements from his elderly father: that he has terminal cancer, and that he has a young male lover."
10322,Being There,130,1979-12-19,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television."
296098,Bridge of Spies,141,2015-10-15,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court."
1406,City Slickers,112,1991-06-07,New York meets the west in this comedy starring Billy Crystal. Three New York business men decide to take a 'Wild West' vacation that turns out to not be the relaxing vacation they had envisioned.
10328,Cocoon,117,1985-06-21,"A group of aliens return to earth to take back some cocoons of their people they left behind from an earlier trip. They kept the recovered cocoons in the swimming pool of a house they rented in a small Florida town. Their mission is hampered by a number of old people from an elderly home nearby, who have been secretly using the pool and discovering the unusual power of these cocoons."
93313,Come and Get It,99,1936-11-06,"An ambitious lumberjack abandons his saloon girl lover so that he can marry into wealth, but years later becomes infatuated with the woman's daughter."
903,Cool Hand Luke,126,1967-06-22,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers."
68718,Django Unchained,165,2012-12-25,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner."
522,Ed Wood,127,1994-09-27,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful."
9665,Glory,122,1989-12-15,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates."
769,GoodFellas,145,1990-09-12,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway."
489,Good Will Hunting,126,1997-12-05,"Will Hunting, a janitor at MIT, has a gift for mathematics but needs help from a psychologist to find direction in his life."
5143,Hannah and Her Sisters,107,1986-02-07,"Between two Thanksgivings, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."
16869,Inglourious Basterds,153,2009-08-18,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers."
11889,Iris,91,2001-12-14,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease."
9390,Jerry Maguire,139,1996-12-06,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player."
41495,Johnny Eager,107,1941-12-09,"A charming racketeer seduces the DA's daughter for revenge, then falls in love."
42222,Julia,117,1977-10-02,"JULIA covers the 1930s when Lillian attained fame with the production of her play ""The Childrens' Hour"" on Broadway. It centers on Lillian's relationship with her friend, Julia. It's a relationship that goes beyond mere acquaintance and one for which the word ""love"" seems appropriate. While Julia attends the University in Vienna, Lillian suffers through revisions of her play with her mentor and sometimes lover Dashiel Hammett. After becoming a celebrated playwright, Lillian is invited to a writers conference in Russia. Julia, having taken up the battle against fascism, enlists Lillian en route to smuggle money through Nazi Germany which will assist in the Anti-Fascist cause. During a brief meeting with Julia on this trip, Lillian learns that Julia has had a child which is called Lilly."
118889,Kentucky,96,1938-12-30,Romeo and Juliet story set amidst horseracing in Kentucky. The family feud of lovers Jack and Sally goes back to the Civil War and is kept alive by her Uncle Peter.
773,Little Miss Sunshine,102,2006-07-26,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant."
29592,Lust for Life,122,1956-09-15,The life of brilliant but tortured artist Vincent van Gogh.
11881,Miracle on 34th Street,96,1947-05-02,"Kris Kringle, seemingly the embodiment of Santa Claus, is asked to portray the jolly old fellow at Macy's following his performance in the Thanksgiving Day parade. His portrayal is so complete many begin to question if he truly is Santa Claus while others question his sanity."
37853,Mister Roberts,123,1955-07-13,"A hilarious and heartfelt military comedy-drama co-directed by John Ford and Mervyn LeRoy, Mister Roberts stars Henry Fonda as an officer who's yearning for battle but is stuck in the backwaters of World War II on a noncommissioned Navy ship run by the bullying Capt. Morton (James Cagney). Jack Lemmon enjoys a star-making turn as the freewheeling Ensign Pulver, and William Powell stars as the ship's doctor in his last screen role.  Based on the 1946 novel with the same name, by Thomas Heggen, and the 1948 Broadway play, written by Thomas Heggen and Joshua Logan. Henry Fonda also starred in the original Broadway production. Warner Bros. didn't want Fonda to star in the film, as they thought he was too old, and had been a stage player for so long (8 years), that he no longer was box office material. However, John Ford insisted on Fonda and the company eventually agreed."
38953,Ryan's Daughter,195,1970-12-09,World War I seems far away from Ireland's Dingle peninsula when Rosy Ryan Shaughnessy goes horseback riding on the beach with the young English officer. There was a magnetic attraction between them the day he was the only customer in her father's pub and Rosy was tending bar for the first time since her marriage to the village schoolmaster. Then one stormy night some Irish revolutionaries expecting a shipment of guns arrive at Ryan's pub. Is it Rosy who betrays them to the British? Will Shaugnessy take Father Collin's advice? Is the pivotal role that of the village idiot who is mute?
40885,Sayonara,147,1957-12-05,"Air Force Major Lloyd Gruver (Marlon Brando) is reassigned to a Japanese air base, and is confronted with US racial prejudice against the Japanese people. The issue is compounded because a number of the soldiers become romantically involved with Japanese women, in defiance of US military policy. Ordinarily an officer who is by-the-book, Gruver must take a position when a buddy of his, an enlisted man Joe Kelly (Red Buttons) falls in love with a Japanese woman Katsumi (Miyoshi Umeki) and marries her. Gruver risks his position by serving as best man at the wedding ceremony."
967,Spartacus,197,1960-10-06,Spartacus is a 1960 American historical drama film directed by Stanley Kubrick and based on the novel of the same name by Howard Fast about the historical life of Spartacus and the Third Servile War. The film stars Kirk Douglas as the rebellious slave Spartacus who leads a violent revolt against the decadent Roman empire. The film was awarded four Oscars and stands today as one of the greatest classics of the Sword and Sandal genre.
995,Stagecoach,96,1939-03-02,"A simple stagecoach trip is complicated by the fact that Geronimo is on the warpath in the area. The passengers on the coach include a drunken doctor, two women, a bank manager who has taken off with his client's money, and the famous Ringo Kid, among others."
33632,Sweet Bird of Youth,120,1962-08-31,"Gigolo and drifter, Chance Wayne, returns to his home town as the accompaniment of a faded movie star, Alexandra Del Lago, whom he hopes to use to help him break into the movies. Chance runs into trouble when he finds his ex-girlfriend, the daughter of the local politician Tom 'Boss' Finley, who more or less forced him to leave his daughter and the town many years ago."
231,Syriana,128,2005-11-23,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins."
34689,The Barefoot Contessa,128,1954-01-01,"Has-been director Harry Dawes gets a new lease on his career when independently wealthy Kirk Edwards hires him to write and direct a film. They go to Madrid to find Maria Vargas, a dancer who will star in the film. Millionaire Alberto Bravano takes Maria from Kirk. Count Vincenzo Torlato-Favrini takes Maria from Alberto."
12501,The Big Country,165,1958-09-30,"Retired, wealthy sea Captain Jame McKay arrives in the vast expanse of the West to marry fiancée Pat Terrill. McKay is a man whose values and approach to life are a mystery to the ranchers and ranch foreman Steve Leech takes an immediate dislike to him. Pat is spoiled, selfish and controlled by her wealthy father, Major Henry Terrill. The Major is involved in a ruthless civil war, over watering rights for cattle, with a rough hewn clan led by Rufus Hannassey. The land in question is owned by Julie Maragon and both Terrill and Hannassey want it."
1715,The Cider House Rules,126,1999-12-17,"Homer is an orphan who was never adopted, becoming the favorite of orphanage director Dr. Larch. Dr. Larch imparts his full medical knowledge on Homer, who becomes a skilled, albeit unlicensed, physician. But Homer yearns for a self-chosen life outside the orphanage. What will Homer learn about life and love in the cider house? What of the destiny that Dr. Larch has planned for him?"
155,The Dark Knight,152,2008-07-16,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker."
45317,The Fighter,116,2010-12-17,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime."
1888,The Fortune Cookie,125,1966-10-19,"A cameraman is knocked over during a football game. His brother in law as the king of the ambulance chasing lawyers starts a suit while he's still knocked out. The cameraman is against it until he hears that his ex-wife will be coming to see him. He pretends to be injured to get her back, but also sees what the strain is doing to the football player who injured him."
5503,The Fugitive,130,1993-08-06,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt."
625,The Killing Fields,141,1984-11-02,"The Killing Fields tells the real life story of a friendship between two journalists, an American and a Cambodian, during the bloody Khmer Rouge takeover of Cambodia in 1975, which lead to the death of 2-3 million Cambodians during the next four years, until Pol Pot's regime was toppled by the intervening Vietnamese in 1979."
25188,The Last Picture Show,118,1971-10-03,The coming of age of a youth named Sonny in a small Texas town in the 1950s.
80616,The More the Merrier,104,1943-03-26,"It's World War II and there is a severe housing shortage everywhere - especially in Washington, D.C. where Connie Milligan rents an apartment. Believing it to be her patriotic duty, Connie offers to sublet half of her apartment, fully expecting a suitable female tenent. What she gets instead is mischievous, middle-aged Benjamin Dingle. Dingle talks her into subletting to him and then promptly sublets half of his half to young, irreverent Joe Carter - creating a situation tailor-made for comedy and romance."
14328,The Paper Chase,113,1973-10-16,A first-year law student struggles with balancing his coursework and his relationship with the daughter of a stern professor.
118872,The Subject Was Roses,107,1968-10-13,"When Timmy Cleary (Sheen), comes home from soldiering, he's greeted by the open but strained arms of his two parents, John and Nettie, (Neal and Albertson). Once considered sickly and weak, he has now distinguished himself in the service and is ready to begin a new life. His parents, however, are still trapped in the bygone days of early and unresolved marital strife and begin emotionally deteriorating through several drama packed encounters. Now mature, the young Tim Cleary finally understands the family dynamics that has played all throughout his boyhood. By the simple act of bringing his mother roses on behalf of his father, Tim realizes he may have destroyed his family, but is helpless to obtain resolution which must come from both his parents."
16561,The Sunshine Boys,111,1975-11-06,"Lewis and Clark, aka The Sunshine Boys, were famous comedians during the vaudeville era, but off-stage they couldn't stand each other and haven't spoken in over 20 years of retirement. Willy Clark's nephew is the producer of a TV variety show that wants to feature the reunion this classic duo. It is up to him to try to get the Sunshine Boys back together again for the show."
117,The Untouchables,119,1987-06-02,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone but it's not going to be easy, because Capone has the police in his pocket. Ness meets Jimmy Malone a veteran patrolman and probably the most honorable one in the force. He asks Malone to help him get Capone but Malone warns him that if he goes after Capone, he is going to war."
629,The Usual Suspects,106,1995-07-19,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess."
14710,The Westerner,100,1940-09-18,"Drifter Cole Harden is accused of stealing a horse and faces hanging by self-appointed Judge Roy Bean, but Harden manages to talk his way out of it by claiming to be a friend of stage star Lillie Langtry, with whom the judge is obsessed, even though he has never met her. Tensions rise when Harden comes to the defense of a group of struggling homesteaders who Judge Bean is trying to drive away."
28145,"They Shoot Horses, Don't They?",129,1969-12-10,Desperate characters stake their fortune on a Depression-era dance marathon.
5052,Topkapi,119,1964-09-02,Arthur Simon Simpson is a small-time crook biding his time in Greece. One of his potential victims turns out to be a gentleman thief planning to steal the emerald-encrusted dagger of the Mehmed II from Istanbul's Topkapi Museum.
15497,Twelve O'Clock High,132,1949-12-21,"In this story of the early days of daylight bombing raids over Germany, General Frank Savage must take command of a ""hard luck"" bomber group. Much of the story deals with his struggle to whip his group into a disciplined fighting unit in spite of heavy losses, and withering attacks by German fighters over their targets. --KC Hunt"
1810,Viva Zapata!,113,1952-02-07,"The story of Mexican revolutionary Emiliano Zapata, who led a rebellion against the corrupt, oppressive dictatorship of president Porfirio Diaz in the early 20th century."
244786,Whiplash,105,2014-10-10,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity."
15927,A Passage to India,163,1984-12-14,"The film is set during the period of growing influence of the Indian independence movement in the British Raj. It begins with the arrival in India of a British woman, Miss Adela Quested (Judy Davis), who is joining her fiancé, a city magistrate named Ronny Heaslop (Nigel Havers). She and Ronny's mother, Mrs. Moore (Peggy Ashcroft), befriend an Indian doctor, Aziz H. Ahmed (Victor Banerjee)."
33364,A Patch of Blue,105,1965-12-10,"A blind, uneducated white girl is befriended by a black man, who becomes determined to help her escape her impoverished and abusive home life."
10671,Airport,137,1970-03-05,"Melodrama about a bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved."
37658,Anthony Adverse,141,1936-08-29,"Anthony Adverse is a 1936 American drama film directed by Mervyn LeRoy. The screenplay by Sheridan Gibney is based on the sprawling 1,224-page novel of the same title by Hervey Allen."
